,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro06_M001.wav,e3,ALRIGHT .
3963,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script02_1_M010.wav,e1,DO YOU WANT MY JACKET .
1860,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro08_M023.wav,e0,ABSOLUTELY . AND I JUST DON'T WANT THAT TO HAPPEN TO YOU ANYMORE .
916,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script01_3_F022.wav,e0,YEAH SURE .
347,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro05_M001.wav,e0,SO UM  WHAT DO I DO .
1196,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro03_M007.wav,e1,YOU KNOW WE DID SOME YOU KNOW . SOME ROCK CLIMBING UP THE  WATERFALLS AND . WENT UP TO THIS LITTLE POOL THAT WAS UP THERE  AND THEN  I . IT'S GREAT  UM YOU HAVE TO CLIMB THIS LITTLE ROCK .
3151,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_1_M000.wav,e0,HE SAW IT .
1378,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script01_2_F000.wav,e2,WHY DID YOU INVITE HER HERE .
1270,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script02_2_F047.wav,e1,I . THINK THIS MAY BE THE PLACE FOR US AFTER ALL .
1492,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script01_1_M006.wav,e3,I GUESS HE IS .
3716,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script03_1_M001.wav,e0,I WONDER .
1326,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro03_M013.wav,e1,OKAY THAT'S OKAY SPONTANEOUS IS GREAT . SPONTANEOUS IS AWESOME .
446,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script02_2_M021.wav,e0,OKAY YEAH SURE I  SEE IT NOW  LISTEN YOU WANNA DANCE .
821,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro07_M024.wav,e1,FOR FREE THAT'S REALLY WHAT IT'S ABOUT I MEAN WHO CARES  I MEAN IF I HAVE TO PLAY SOFTBALL ALL THE TIME .
1901,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script02_2_F005.wav,e2,GOD DAMN IT AUGIE  SERIOUSLY YOU ALWAYS ASK ME THAT WHY DO YOU ASK ME THAT I HATE IT IT'S SO INSULTING .
3259,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script01_3_M009.wav,e1,I . I I . HAVE NO IMAGINATION THAT'S ALL I KNOW WHAT TO SAY I . I'M EMBARRASSING YOU  I  I DIDN'T WANT TO TELL YOU HERE I WANTED IT TO BE SOME PLACE DIFFERENT SOME PLACE  WHERE WE COULD BE . NEW TO EACH OTHER YOU KNOW .
2589,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_2_M000.wav,e0,WELL . MAYBE  HE WANTED SEE HER .
473,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro06_M023.wav,e3,IT'S SO FUCKED UP .
2312,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script01_3_M014.wav,e0,AND HE'S GONE FOREVER YOU'RE SURE .
1546,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro04_M008.wav,e0,YOU KNOW YOU NEED TO JUST  YOU NEED . I MEAN IT TAKES TIME TO GET A GOOD JOB I MEAN .
1834,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro05_F013.wav,e0,WE'LL COVER FIFTY .
20,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_F001.wav,e1,THE MANAGER CAME IN AND FOUND US ROLLING ABOUT ON THE FLOOR BITING AND SCRATCHING LIKE  PANTHERS OH DEAR .
786,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script01_3_M012.wav,e1,I LOVE YOU A GREAT  DEAL .
997,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_3_F004.wav,e0,FOR ONE THING YOUR MOTHER AS MUCH AS TOLD ME TO GO .
3380,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro06_F000.wav,e3,HOW'S IT GOING HOW ARE YOU FEELING .
34,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script01_1_F046.wav,e3,YEAH I CAN SEE THAT .
1736,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro02_M018.wav,e3,I KNOW . BUT  I'LL I'LL SEND THE PICTURES ALL THE TIME AND I'LL WRITE THEM EMAILS AND YOU CAN READ THEM THE EMAILS THAT I SEND THEM .
3814,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script01_3_F001.wav,e1,NO . IT'S GOOD .
378,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script01_2_M019.wav,e2,WHAT HAVE I GOT TO HIDE  WHAT THE HELL IS THE MATTER WITH YOU KATE .
1139,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro06_F006.wav,e3,HE SICK FOR AWHILE .
3518,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro08_F016.wav,e0,OKAY .
3638,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script02_2_M010.wav,e0,WELL WE WILL SEE THEM THIS YEAR .
2529,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro07_M019.wav,e1,{LG} I KNOW I MEAN PART OF .
3177,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro08a_M003.wav,e0,OKAY AND YOUR NAME IS .
976,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_1_F006.wav,e0,I'M COLD .
1266,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro04_M020.wav,e2,LET ME KNOW THAT'S THAT'S FINE YOU THINK I HAVE AN ABRASIVE VIBE . WHATEVER YOU'RE . ENTITLED TO YOUR OPINION OF COURSE  MAYBE THAT'S WHY I DON'T HAVE A JOB .
254,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro04_F027.wav,e0,WELL NOT OFF THE TOP OF HEAD IT WILL JUST TAKE  YOU KNOW TAKE A MINUTE BUT DO YOU HAVE ANY LIKE SPECIAL SKILLS .
3470,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro01_F012.wav,e2,I'M NOT STARTING OVER AGAIN NO I HAVE DONE THIS  FIVE TIMES I AM NOT STARTING OVER AGAIN .
3361,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro06_M016.wav,e3,IT JUST KIND OF FREAKS YOU OUT .
2422,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro03_F012.wav,e1,WELL . I DON'T KNOW THROWING IT OUT THERE .
3046,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro03_M022.wav,e1,I'LL MAKE HER PAY FOR THAT I HEAR SHE'S LIKE TOTALLY . WEALTHY SHE'S LIKE . ROYALTY OR SOMETHING LIKE . AND  WHATEVER LIKE REMOVED OR SOMETHING BUT YEAH .
944,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script03_2_F005.wav,e2,WHAT OF IT .
3231,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script01_3_F015.wav,e1,NOT LIKE THAT YOU'RE NOT .
2146,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro03_M000.wav,e1,OH . YOU'RE NEVER GOING TO BELIEVE IT .
2903,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro08_M029.wav,e0,AND . NEVER YOU KNOW  GIVE IT TO ANYONE OUT NEVER EVEN GIVE OUT YOUR NUMBER TO ANY LIKE UNRELIABLE COMPANY THAT YOU HAVEN'T HEARD OF OR ANYTHING LIKE THAT ALL RIGHT BECAUSE UM WE WANT . TO WE DEFINITELY WANT TO HELP YOU OUT BUT .
1430,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro07_F013.wav,e1,THIS IS SO GREAT YOU KNOW BECAUSE I GONE FIT ON DOWNTOWN SO I'M GOING TO BE LIKE RIGHT HERE I . THINK I'M GOING TO BE LIVING AT CITY LIGHTS DOWNTOWN .
1047,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script03_2_F023.wav,e2,YES I DID QUITE A LOT .
3820,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_1_F012.wav,e1,WHO'S THEY .
3029,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script01_3_M005.wav,e1,WELL . THE PLAN WAS . TO . KIND . OF  SNEAK UP ON YOU OVER A . PERIOD OF A WEEK OR SO BUT UH  THEY TAKE IT FOR GRANTED THAT WE'RE ALL SET .
2360,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro07_F030.wav,e1,I KNOW  I'M EXCITED .
661,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script01_2_M011.wav,e2,ALL RIGHT ALL RIGHT CALM YOURSELF .
1511,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro03_M017.wav,e0,SPRING'S NICE THOUGH .
3105,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro05b_F019.wav,e0,OKAY  SIR I . AM SORRY TO TELL YOU THIS BUT THIS DOES HAPPEN  UH THIS IS NOT  UH  REALLY .
3829,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro04_F002.wav,e0,WOW .
1569,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro03_F005.wav,e1,OH MY . GOD HOW LONG HAVE YOU BEEN PLANNING ON DOING THIS .
1628,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro05b_F007.wav,e0,WELL SIR  IF . IF  WHAT I BELIEVE HAS HAPPENED IS . MOST OF THE FLIGHT . WAS LEFT .
88,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro06_F016.wav,e3,WELL NOW YOU CAN  FOLLOW HIS FOOTSTEPS YOU  KNOW CARRY OUT WHAT HE WANTED TO DO .
2603,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_1_M003.wav,e1,HOW YOU DOING .
873,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro08_F014.wav,e0,YEAH .
2842,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro07_M011.wav,e1,GOOD FOR YOU .
283,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_M040.wav,e2,VERY GOOD IDEA I WILL .
1651,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script02_1_M036.wav,e1,I MEAN  THINK ABOUT THIS . I KNOW YOU'RE NOT INTERESTED BUT JUST THINK ABOUT THIS FOR A MINUTE .
2935,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script01_1_M036.wav,e2,YES ON THIS I WOULD .
2145,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro03_M032.wav,e1,THAT IS  AMAZING  YOU MUST BE SO EXCITED DID YOU TELL YOUR MOM .
2606,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro07_M035.wav,e1,BUT . UH .
1676,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro08_F020.wav,e0,YOU DO THE DIRECT THE DIRECT . IT UM  IT'S TAKING RIGHT OUT OF YOUR BANK ACCOUNT . CORRECT .
878,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro02_F005.wav,e3,YOU COULD  SEND ME PICTURES .
239,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro02_M025.wav,e3,THEY WANT ME THERE TWO YEARS BUT I COULD PROBABLY GET .
3042,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script02_1_M000.wav,e1,HEY WHAT TIME IS IT  THIS POKES AROUND MIDNIGHT RIGHT  GOD  THIS IS GREAT ISN'T IT .
3072,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro06_M005.wav,e3,I JUST . IT'S JUST NOT FAIR .
635,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro06_F030.wav,e3,SO I WAS THERE FOR HIM .
3079,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script02_1_F023.wav,e2,WE DIDN'T SEE THEM THE YEAR BEFORE EITHER .
3364,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script01_1_F044.wav,e3,I CAN SEE THAT .
1913,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro08_F030.wav,e0,YOU TOO .
1482,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script02_2_F020.wav,e3,I'D RATHER NOT REMEMBER SOME THINGS I  WOULD RATHER NOT HOPE FOR SOME THINGS .
2861,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_1_F015.wav,e0,WELL WHAT IF  WHAT HAPPENS WHEN OUR LOVE .
838,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro02_M017.wav,e3,I KNOW  I HAVE A GOOD  I HAVE A REALLY GOOD GROUP OF GUYS WITH ME .
326,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script03_2_F023.wav,e2,I DON'T CARE  I DON'T CARE DO YOU UNDERSTAND I DON'T MIND IF THEY BARK . AND THEY ROLL ABOUT LIKE HOOPS .
2787,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script02_1_M011.wav,e0,GOSH I SHOULD HAVE BROUGHT IT I CAN'T BELIEVE I FORGOT THAT .
2212,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_2_F027.wav,e2,NOT VERY FUNNY DEAR YOU BETTER HAVE SOME MORE BRANDY .
1426,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script02_2_F019.wav,e1,WE TOOK OFF OUR SHOES AND WE DANCED BAREFOOT IN THE SAND UNDER THE MOON .
785,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro04_M014.wav,e0,HAVE YOU BEEN GOING TO AUDITIONS AND STUFF .
2184,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script01_3_M027.wav,e3,IT TAKES SOME TIME FOR A GUY TO . TOSS THAT OFF  CAUSE THEY WEREN'T JUST MEN .
3341,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_2_F000.wav,e2,WHY DID HE INVITE HER HERE .
1919,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro06_F024.wav,e0,HOW LONG DID YOU KNOW EACH OTHER .
953,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_F031.wav,e2,YOU'RE QUITE INSUFFERABLE I EXPECTED IT'S BECAUSE YOU'RE DRUNK .
415,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script03_2_F012.wav,e0,WELL IT'S BECOME A HABIT WITH  YOU .
2199,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script03_2_M020.wav,e0,YES IT IS .
1606,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro06_M018.wav,e0,COOL WELL IF YOU WANT ME TO GO WITH YOU I WILL .
1751,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro03_M031.wav,e0,SO  UM  ANYWAY DO YOU WANT TO ORDER NOW SO . UM  I MEAN .
2493,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script01_1_F045.wav,e0,TELL ME SOMETHING .
727,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script02_2_F045.wav,e1,YOU CAN SEE RIGHT OVER THE WATER .
2491,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro06_M012.wav,e3,WHAT .
2726,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script02_2_M005.wav,e0,CARLA . CAN I ASK YOU A QUESTION NOW DON'T BE UPSET  ARE YOU HAVING A PERIOD .
2651,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro08_M006.wav,e0,{BR} THAT'S GOOD .
577,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_3_F019.wav,e3,NO WHAT IS IT  IS YOUR MOTHER .
1947,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script01_3_M034.wav,e3,BECAUSE OTHERWISE ALL YOU HAVE IS . REALLY LOOT . AND . THERE'S BLOOD ON IT AND  I DIDN'T WANT TO TAKE ANY OF IT AND  I GUESS THAT INCLUDED YOU .
736,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script03_2_F038.wav,e2,VERY WELL . IF YOU INSIST  ON BEING A BOORISH AND IDIOTIC .
1037,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro04_F020.wav,e0,YEAH IT'S STRESSFUL I RECOGNIZE  THAT .
1347,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro04_M009.wav,e0,OH MY GOD ANNA YOU'RE STILL YOUNG  DON'T EVEN THINK ABOUT  THAT .
3133,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro02_F009.wav,e3,I KNOW  I KNOW .
3928,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script01_1_F019.wav,e0,WELL YOU WANT TO MAKE SURE YOUR FATHER ISN'T GOING TO HAVE .
2920,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro03_F005.wav,e1,JOE'S GONE . WHERE DID HE GO YOU KNOW .
3328,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro06_M018.wav,e3,I WAS SUPPOSED TO SEE HIM LAST SUMMER .
3058,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script02_1_M017.wav,e0,DO YOU WANT MY JACKET .
596,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_M025.wav,e2,YES IT IS .
179,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script02_1_M001.wav,e1,WHAT'S THAT IS  THAT  WAIT  IS THAT FOAM  I CAN'T EVEN TELL  OH  ACTUALLY I GUESS IF I CAN'T TELL THEN  IT PROBABLY ISN'T IT IS IT . IT WILL PROBABLY BE UNMISTAKABLE DON'T YOU THINK .
687,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro05a_M029.wav,e2,MY NAME IS BRENT  CAPTION .
1798,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script03_1_F003.wav,e1,NOW AND ALWAYS  SWEET .
2781,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro04_F004.wav,e0,I DON'T KNOW I MEAN I JUST DON'T THINK .
1627,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro08_F005.wav,e0,UH WHEN'S WHEN'S .
1862,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro04_F022.wav,e0,NOT  NOT SELLING POT . RIGHT .
2414,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script03_2_F010.wav,e2,I DON'T KNOW WHY YOU WANT IT YOU'VE ALREADY HAD TWO GLASSES .
2290,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script01_1_F028.wav,e0,THE TROUBLE IS YOU DON'T SEE ENOUGH WOMEN YOU NEVER DID .
3940,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script01_1_F037.wav,e2,WHAT ABOUT THE BUSINESS WHAT THE HELL IS THIS .
2963,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro05_M038.wav,e2,PLEASE .
1302,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script03_2_M007.wav,e2,WELL WHAT ABOUT ME .
3598,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro03_F040.wav,e1,THERE'S STILL TIME FOR THAT .
455,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro01_M018.wav,e2,YOU  SHOULDN'T YOU HAVE LIKE A SIGN OR SOMETHING MAYBE LIKE UP ON THE COUNTER WHEN YOU GET THE APPLICA MAYBE ON THE APPLICATION .
2141,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script01_3_M023.wav,e3,I DON'T KNOW WHERE TO START .
954,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro06_M020.wav,e3,TO TALK TO SOMEBODY BUT .
857,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro03_F044.wav,e1,YOU DON'T LOOK LIKE YOU'RE GOING TO FAINT .
2759,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro07_F023.wav,e0,THE  WHAT  THE I MEAN .
207,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro06_F005.wav,e3,YEAH .
308,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script01_1_M026.wav,e3,EVERY TIME I REACH OUT FOR SOMETHING I HAVE TO PULL BACK . BECAUSE  OTHER PEOPLE WILL SUFFER . MY WHOLE ENTIRE LIFE TIME AND TIME  AFTER  TIME .
2462,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script01_2_F015.wav,e2,YOU ABOVE ALL HAVE GOT TO BELIEVE .
2332,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro06_F014.wav,e3,IT'S . GOING TO BE OKAY . I PROMISE .
1761,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro01_M003.wav,e0,YES I DO .
3353,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script03_2_F017.wav,e2,WELL IT'S A WOMAN'S DUTY TO ALLURE THE MAN  WATCH ME A MINUTE WILL YOU .
3423,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script01_3_F009.wav,e3,FROM HER  POINT OF VIEW WHY ELSE WOULD I COME .
826,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro07_F029.wav,e1,SO CONGRATULATIONS  THAT'S AWESOME .
2438,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro07_F039.wav,e1,YEAH . TOTALLY .
1967,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script03_1_F015.wav,e3,WELL . WHAT IF HAPPENS IF . ONE OF US IS TO DIE DOES THE ONE THAT'S LEFT STILL . LAUGH .
91,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_2_F003.wav,e0,YOU WORKED THE WHOLE THING UP IN YOUR JEALOUS IMAGINATION .
2407,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro04_F015.wav,e0,BUT LIKE . JUST BECAUSE YOU'RE CONSIDERING  WHY IT'S BEEN SO DIFFICULT DOESN'T MEAN YOU SHOULD JUST STOP .
1052,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro06_F012.wav,e3,I KNOW .
2571,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro06_M021.wav,e3,YEAH .
3783,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script01_1_M017.wav,e0,YOU KNOW .
1762,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro06_F015.wav,e3,I'M SO SORRY .
2537,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script02_1_M022.wav,e0,I MEAN  DON'T YOU WANT TO SEE IT .
2350,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro07_M017.wav,e0,THAT'S RIDICULOUS  I DON'T BELIEVE THAT .
3811,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro08_M013.wav,e2,LOOK I DON'T WANT TO BE TRANSFERRED OVER TO ANOTHER . ALL I WANT TO DO . IS JUST GIVE YOU . MY NAME . AND ADDRESS . SO YOU CAN SEND ME A CHECK .
3481,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script01_1_M038.wav,e2,THE BUSINESS  THE BUSINESS DOESN'T INSPIRE . ME .
281,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script01_1_F008.wav,e3,WHAT'S THE MEANING OF THAT .
1051,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro05_M001.wav,e0,ON WHAT AIRLINE .
2416,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro08_M019.wav,e0,IT'S SET TO ZEROS OKAY MAYBE THAT'S OUR PROBLEM THAT COULD VERY WELL BE OUR PROBLEM THERE . SOMEHOW YOU'VE LOST YOUR IP ADDRESS I'M NOT SURE WHY THAT WOULD HAPPEN EVERY WEEK  IT COULD BE A CYCLING ISSUE SOMETHING LIKE THAT BUT LET'S GO AHEAD AND TYPE YOUR IP ADDRESS IN AGAIN .
3091,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro07_F012.wav,e1,ALL RIGHT .
3781,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro07_F027.wav,e0,UM  HOW MANY PEOPLE DO YOU WANT TO LIVE WITH .
3216,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro03_M016.wav,e1,NO YES SO .
2148,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script01_3_M032.wav,e3,BUT IT SEEMED TO ME THAT SOMETHING  NEW  WAS BEING CREATED AT THE SAME TIME  A KIND OF  RESPONSIBILITY . MAN FOR MAN DO YOU UNDERSTAND ME .
3900,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script02_1_M016.wav,e1,YOU THINK THEY CAN HEAR US TALK OR  FEEL THE VIBRATIONS IN THE SAND WHEN WE MOVE AROUND .
2173,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro04_M019.wav,e2,AN ABRASIVE VIBE .
526,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro07_M002.wav,e1,YEAH  YEAH .
784,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script02_1_M035.wav,e1,YOU KNOW THIS IS GREAT ISN'T IT . YOU KNOW I WOULDN'T TRADE THIS FOR ANYTHING .
1931,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro07_M018.wav,e1,THAT'LL BE AWESOME .
2061,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script02_1_M040.wav,e1,THEY JUST START SWIMMING . TO THIS PLACE RIGHT HERE WHERE WE STAND FOR MASSIVE CELEBRATION OF SEX  AND . DEATH .
1590,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script01_3_M032.wav,e3,I PUT THEM IN MY POCKET  THAT'S ONLY A LITTLE THING  BUT  THESE ARE THE KIND OF GUYS I HAD .
1115,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro07_M019.wav,e1,THANK YOU .
1409,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro07_M019.wav,e0,SO YOU'RE UNDECIDED .
4005,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro03_M023.wav,e1,I MEAN . I'M SURPRISED HE DIDN'T YA KNOW . GO GET A PLANE TO FLY OVER AND SHINE BUT . CANDLES ON THE BEACH THAT'S . OKAY  TOO I GUESS .
