,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro06_M001.wav,e3,ALRIGHT .
3544,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_F033.wav,e2,ON THE CONTRARY A CHILD OF TWO COULD GET VIOLENTLY DRUNK ON ONLY ONE GLASS OF BRANDY .
3011,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro03_M014.wav,e0,THAT'S GREAT YEAH .
1794,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro07_M009.wav,e1,AND UH .
1013,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script01_2_F003.wav,e2,NOBODY COMES SEVEN HUNDRED MILES JUST TO SEE .
4688,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script03_2_F035.wav,e2,YOU . ARE FAR TOO TEMPERAMENTAL TRY TO CONTROL YOURSELF .
2643,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script02_2_F000.wav,e0,ABOUT WHAT .
3328,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro01_F001.wav,e0,OH  THIS  THIS FORM THAT YOU HAVE IS THE WRONG FORM  YOU NEED TO GO OVER TO THE OTHER . LINE . ON THE OTHER SIDE OF THE  D M V .
3483,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_1_F024.wav,e1,I KNOW YOU DID  YOU THREW IT OUT OF THE WINDOW INTO THE GRAND CANAL I DON'T THINK I'LL EVER FORGIVE YOU FOR THAT .
876,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro05_M012.wav,e0,ARE YOU SURE .
484,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro07_F008.wav,e1,THAT'S SO COOL .
3297,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro08_M021.wav,e0,OF COURSE WE SERIOUSLY YEAH I MEAN OBVIOUSLY YOU'VE WORKED  YOU KNOW . I DON'T WANT TO  HASSLE YOU ANYMORE .
3155,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script02_1_M038.wav,e1,THEY DON'T KNOW WHAT DRIVES THEM THEY DON'T GIVE IT A NAME OR ASK . QUESTION  THEY JUST  TURN AS ONE AND START THE SWIM THAT BRINGS THEM HERE TO THIS PLACE .
1481,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script02_1_M023.wav,e1,HONEY  THIS IS A NATURAL PHENOMENON IT ONLY HAPPENS ONCE A YEAR  I MEAN THINK ABOUT THE PEOPLE IN KANSAS . THEY WOULD HAVE TO GET HOTEL RESERVATIONS AND PLANE TICKETS TO COME AND SEE THIS  WE'RE ONLY FORTY MINUTES AWAY THIS IS TOO GOOD TO PASS UP .
4359,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script02_1_M008.wav,e0,WHOSE IS . IT .
1482,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script03_1_F002.wav,e1,WHAT DO WE DO .
944,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro03_M003.wav,e1,NO WAY .
4510,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script03_2_M034.wav,e2,TURN . IT  OFF .
3530,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro06_M000.wav,e0,HEY A . WHAT'S UP .
2996,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_M021.wav,e2,NOTHING .
2294,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script03_2_M018.wav,e0,AS A MATTER OF FACT THAT'S PERFECTLY TRUE .
400,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script03_1_F027.wav,e0,THAT WAS THE FIRST TIME YOU EVER HIT ME .
3067,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro08_F002.wav,e1,IT LEADS YOU AROUND IN CIRCLES YOU CAN'T THERE IS NO WAY TO LIKE GET TO A REAL PERSON IF YOU DON'T ALREADY KNOW HOW TO GET TO THERE .
3377,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro03_M000.wav,e1,HEY .
5417,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro03_F016.wav,e1,WHERE IS SHE RIGHT NOW .
3268,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_1_F029.wav,e2,I DON'T SEE WHY IT HAS TO BE  ANNIE .
1524,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script03_1_F025.wav,e1,IT BURNED MY COMB TOO AND  ALL THE TOWELS IN THE BATHROOM .
1518,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_1_M023.wav,e2,TO HELL WITH THAT .
2936,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script01_3_F024.wav,e3,HOW MANY .
613,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script01_3_M043.wav,e3,WHEN YOU DRIVE THE NEW CAR . YOU . HAVE TO KNOW THAT IT CAME OUT OF THE LOVE A MAN CAN HAVE FOR A MAN  YOU'VE GOT TO BE A LITTLE BETTER BECAUSE OF THAT .
4165,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_impro05_M016.wav,e0,NO I'M JUST GIVING YOU MONEY  THE BAG IS . GONE  IF IT'S NOT HERE I'M  REALLY SORRY THERE IS NOTHING I CAN DO BECAUSE .
4915,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script01_3_M026.wav,e3,IT TAKES SOME TIME FOR A GUY TO . TOSS THAT OFF . CAUSE THEY WEREN'T  JUST MEN .
2867,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro02_M000.wav,e3,HEY SWEETIE .
4892,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_2_M022.wav,e0,YOU WANT TO GO  GET SOME CHAMPAGNE .
3181,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro07_F031.wav,e1,RIGHT . NOW YOU'RE WITH ME .
4886,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro07_M018.wav,e1,WE SHOULD TRY TO FIND LIKE A PARTY SPOT THOUGH  LIKE YOU KNOW WHERE THERE'S GOING TO BE A LOT OF PARTIES WHERE THERE ARE  COOL PEOPLE THOUGH . DO YOU KNOW ANY PEOPLE THAT MIGHT BE OUT THERE .
50,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script01_3_F023.wav,e1,LIKE . LARRY'S BROTHER  DO IT LIKE YOU CHRIS .
2162,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro05_F013.wav,e0,CHANCES ARE IT'S PROBABLY JUST YOU KNOW . TAKING TIME BEING  UM UNLOADED FROM THE AIRPLANE .
2514,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script01_1_M029.wav,e0,I WANTED TO GET THIS SETTLED  FIRST .
2499,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script03_2_F014.wav,e2,WHAT .
56,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script01_2_M006.wav,e0,YOU CAN'T READ HER MIND .
4733,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro08_F009.wav,e0,ALL I'M GOING TO NEED IS YOUR  CREDIT CARD NUMBER BUT  JUST GIVE ME ONE MOMENT SO .
1600,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro07_M026.wav,e1,YOU'RE A WILD AND CRAZY  WOMAN .
3970,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script02_2_F035.wav,e2,NO IT'S NOT IT'S STANDING ON THE BEACH WAITING AND FIGHTING .
5445,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script01_1_M025.wav,e2,TO . HELL WITH THAT .
3921,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro07_M017.wav,e1,RIGHT RIGHT RIGHT . OH MAN . THEN YOU'RE GOING TO HAVE TO DO ORIENTATION I GUESS .
1068,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro07_M013.wav,e1,SO AND LIKE THE GEOLOGY JUST IS AWESOME  IT ROCKS NO PUN INTENDED {LG} .
1706,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro03_M009.wav,e1,YEAH . I MEAN CANDLES WOULDN'T STAY  NO I DIDN'T I DIDN'T KNOW ANYTHING ABOUT  IT .
2564,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro06_M021.wav,e3,YEAH .
586,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro06_M022.wav,e3,HE'S SUPPOSED TO BE MY BEST FRIEND .
548,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script03_1_M012.wav,e0,YOU MUSTN'T BE SERIOUS MY DEAR ONE THAT'S JUST WHAT THEY WANT .
4356,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script02_1_F025.wav,e0,ABOUT WHAT .
2562,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script01_3_M014.wav,e1,YOU FELT SOMETHING THAT FAR BACK .
3554,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro05_F011.wav,e0,I UNDERSTAND THAT UM SO I'M GOING TO PUT DOWN HERE THAT YOU LOOKING FOR YOUR BAGGAGE  BUT WE ACTUALLY . CAN'T . UH . THIS BAG  IS . LIKELY NOT GOING TO SHOW UP SO WHAT WE'RE GOING TO DO .
5141,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro05_M007.wav,e0,I THINK . UM MAYBE YOU CAN . FILE A CLAIM IF YOU WANT AND TURN IT IN TO OUR MAIN OFFICE .
3923,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script03_1_M009.wav,e3,OH DARLING DON'T SAY THAT .
1848,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro03_M013.wav,e1,YEAH . AND SHE SAID YES AND SHE CRIED OF COURSE .
846,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro04_M008.wav,e0,YOU PLAN ON BEING THERE FOREVER I MEAN LIKE . WHAT DO YOU .
3265,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_2_M009.wav,e0,SO AM I . BORED STIFF  WOULD YOU LIKE SOME BRANDY .
890,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro08_F019.wav,e0,I DID BUY ONE THING ON  EBAY  I DON'T KNOW THAT MIGHT .
1050,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro07_F022.wav,e1,I KNOW IT'S SO COOL .
4154,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_impro05_M005.wav,e0,OKAY GREAT I'M . REALLY SORRY THAT YOU . HAD TO DO THAT WHAT'S YOUR LAST NAME LET'S START THERE .
4074,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_impro03_M011.wav,e0,YEAH BUT HE'LL HAVE LIKE A LONG VISA . CAN YOU GO VISIT THEN FOR A LONG TIME .
5323,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro05_M002.wav,e0,FROM LONDON . OKAY . UM AND YOU WENT THROUGH . ALL YOUR PROPER CHECKPOINTS .
22,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_1_M005.wav,e1,ALTHOUGH I GUESS YOU CAN'T TELL IT PROBABLY ISN'T THEM  PROBABLY BE UNMISTAKABLE DON'T YOU THINK .
4391,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script02_2_F016.wav,e2,FOR GOD'S  SAKE THIS IS NOT ABOUT FISH .
3444,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro06_F018.wav,e3,YEAH .
2275,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script03_1_M026.wav,e1,THE ONE WHERE YOU BOUGHT  THAT  LITTLE PAINTED  WOODEN STAKE AND YOU PUT IT ON MY BED .
4406,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script02_2_F046.wav,e3,AUGIE I'M SORRY .
54,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script03_1_M001.wav,e1,I WONDER .
3563,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script01_1_M034.wav,e3,FATHER FORGOT ABOUT LARRY  WE'D  HAVE A REGULAR WEDDING AND EVERYTHING HAPPY . IF I CAN'T GET THAT HERE THEN I'LL HAVE TO GET OUT .
5315,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro07_F033.wav,e1,BUT IT'LL BE FINE I MEAN I'M  SO EXCITED  IT'S GOING TO BE SO . FUN .
5102,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro02_F042.wav,e3,I'M SORRY BABE .
4490,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script03_2_M007.wav,e2,WHAT ABOUT ME .
1665,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro07_M013.wav,e1,OH JESUS . THAT IS SO AMAZING .
5184,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro05_M008.wav,e2,YOU WORK HERE .
4296,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script01_3_F003.wav,e0,I'M NOT SORRY NO BUT I'M I CAN'T STAY .
2104,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro07_F011.wav,e1,OH YOU DID NOT JUST SAY THAT .
741,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro03_F004.wav,e1,AT THE END OF THE PERFORMANCE YOU KNOW LIKE  WE'RE ALL CLAPPING AND STUFF AND  ALL OF A SUDDEN I LOOK OVER AND .
1051,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script02_2_F017.wav,e3,WE THOUGHT I WAS PREGNANT .
1010,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro03_F009.wav,e1,AND I'M LIKE FREAKING OUT I'M LIKE WHAT THE  HELL'S GOING ON YOU KNOW I DON'T KNOW WHAT'S GOING ON AND SO HE'S LIKE STANDING THERE AND THEN ALL OF A SUDDEN THEY  GIVE HIM A MICROPHONE .
3708,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script03_1_M001.wav,e0,I WONDER .
3478,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro07_F010.wav,e1,IT'S ALL ABOUT THE CONNECTIONS .
2919,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script02_2_M037.wav,e3,NO  NO I'M JUST LIKE YOU  I THOUGHT IT WAS GOING TO BE ALL . ROSY CHEEKS AND . THE BILLS WOULD PAY THEMSELVES AND FISH WILL ALWAYS COME AND .
3108,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro01_M005.wav,e2,I'VE GOT A LIFE TOO MA'AM .
1409,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_1_M010.wav,e0,MEANING THAT SACRED AND BEAUTIFUL THING  LOVE .
1894,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro03_F003.wav,e1,CHUCK E CHEESE AH MAN THAT IS SO LAME .
1082,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script02_2_M029.wav,e3,NOW I KNOW  ME EITHER .
4748,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro03_M030.wav,e1,OH YEAH YEAH YEAH YEAH  I MEAN ACTUALLY WE LIVED TOGETHER AWHILE BACK WHEN WE YEAH BACK IN . COLLEGE FOR A LITTLE WHILE . YEAH .
3807,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro07_F012.wav,e1,I KNOW I KNOW I'M I'M DEFINITELY  I REALIZE . {LG} .
25,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro07_M017.wav,e1,THEY DO IT'S BELIEVE ME IT'S HUGE .
2818,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_1_F026.wav,e1,IT BURNT MY COMB TOO AND ALL THE TOWELS IN THE BATHROOM .
2560,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro06_F005.wav,e3,YEAH . I'M SO SORRY .
4255,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script01_1_F037.wav,e2,YOU HAVE A BUSINESS HERE WHAT THE HELL IS THIS .
4330,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script01_3_M017.wav,e1,GIVE ME A KISS .
1726,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script01_1_F020.wav,e2,WELL WHAT DO YOU WANT ME TO DO  I MEAN YOU'RE OLD ENOUGH TO KNOW YOUR OWN MIND .
4790,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_M033.wav,e2,I SUPPOSE YOU LET HIM KISS YOU A GOOD DEAL MORE THEN HMM .
4135,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_impro05_F016.wav,e2,WE FLEW IN FROM PARIS  I'VE BEEN SHOPPING  FOR THREE WEEKS .
5514,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script02_1_M026.wav,e1,LIKE THE SWALLOWS RETURNING . TO CAPISTRANO OR THE . LEMMINGS THROWING THEMSELVES OFF THE CLIFFS LIKE THAT  THERE'S MYSTERY HERE . AND MAGIC .
3628,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro02_F032.wav,e3,YOU'LL HAVE TO SEND ME PICTURES AND LETTERS EVERYDAY .
476,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_2_M001.wav,e0,WELL . UH  HE GREW UP NEXT DOOR TO THE GIRL . WHY WOULDN'T HE WANT TO SEE HER .
2767,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro07_F024.wav,e1,I MEAN I'M GONNA TAKE A BUNCH OF STUFF AND . SEE .
4646,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script03_2_M032.wav,e2,WOULD YOU UH TURN THAT OFF PLEASE YOU'RE GOING . TO WAKE THE PEOPLE UPSTAIRS .
2311,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_1_F026.wav,e0,DID YOU ASK ANNIE YET .
914,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script03_2_M006.wav,e2,AND WHAT ABOUT ME .
733,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script03_2_F038.wav,e2,VERY WELL . IF YOU INSIST  ON BEING A BOORISH AND IDIOTIC .
349,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script01_3_F033.wav,e3,BECAUSE YOU CAN'T FEEL THAT WAY NEVER AGAIN CHRIS  YOU HEAR ME NEVER I  MEAN . THE MONEY AND ME TOO .
4800,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_3_M018.wav,e1,I KISSED YOU I  KISSED . ANNIE .
3943,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro06_F006.wav,e3,YOU GUYS HAVE BEEN .
5490,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro03_F001.wav,e1,I'M GETTING MARRIED .
766,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro06_M030.wav,e3,I CAN'T DO THAT .
3400,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script02_2_M043.wav,e0,ACTUALLY NOW THAT YOU MENTION IT  NO I DON'T .
1193,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro03_M007.wav,e1,YOU KNOW WE DID SOME YOU KNOW . SOME ROCK CLIMBING UP THE  WATERFALLS AND . WENT UP TO THIS LITTLE POOL THAT WAS UP THERE  AND THEN  I . IT'S GREAT  UM YOU HAVE TO CLIMB THIS LITTLE ROCK .
1888,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro07_F023.wav,e1,SO WHEN DO YOU KNOW LIKE WHERE YOU'RE GONNA LIVE AND .
1559,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro04_M018.wav,e0,I MEAN IT'S JUST IT'S REALLY I DON'T KNOW YEAH IT'S ABOUT . THEIR OPINIONS . AND IT'S ABOUT I DON'T KNOW JUST GETTING YOURSELF OUT THERE AND .
3294,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro01_F002.wav,e0,DO YOU HAVE TWO FORMS OF ID WITH YOU .
5494,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script03_2_M041.wav,e2,YOU'RE A . VILE TEMPERED LOOSE LIVING  WICKED LITTLE BEAST . AND I HOPE TO NEVER SEE YOU AGAIN AS LONG AS I LIVE .
5198,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script03_2_F005.wav,e0,WHAT OF IT .
534,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script01_3_M030.wav,e3,I MEAN THAT EXACTLY . ANYMORE SELFISH JUST A LITTLE BIT MORE SELFISH . AND THEY WOULD HAVE BEEN HERE TODAY . AND IT GAVE ME AN IDEA AS I WAS  WATCHING THEM ALL GO DOWN .
3105,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script02_1_F012.wav,e2,I JUST DON'T IT'S STUPID .
2258,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro07_F010.wav,e1,SO YOU'RE GOING TO BE RIGHT HERE IN LOS  ANGELES THAT IS . SO COOL .
2169,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro07_F040.wav,e1,I AM TOTALLY DOWN WITH THE ICE CREAM .
2662,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script02_2_F021.wav,e3,NO .
3523,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro03_M002.wav,e1,{LG} . GUESS  WHO JUST GOT HITCHED .
2584,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro02_F018.wav,e2,I FEEL MUCH BETTER NOW .
3425,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script03_1_M024.wav,e1,I DON'T CARE WHAT YOU DO SEE  YOU COULD PAINT YOUR BODY . BRIGHT GREEN AND AND RUN  NAKED THROUGH THE PLACE VENDOME AND RUN WITH  EVERY MAN IN THE WORLD . AND I SHAN'T SAY A WORD AS LONG AS I KNOW THAT YOU LOVE ME BEST .
1810,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script02_2_M033.wav,e2,A NEW CARPET A POODLE A SUICIDE PACT ICE CREAM . A BACK RUB WHAT  WHAT . WHAT THE HELL DO YOU WANT .
3527,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro08_F024.wav,e0,WELL I'LL GIVE YOU MY DIRECT LINE AND MY NUMBER SO  YOU CAN . YOU CAN GET DIRECTLY TO ME .
3219,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro07_M017.wav,e1,YOU KNOW WHAT I MEAN  I BET THE HOME GAMES ARE JUST LIKE NUTS YOU KNOW .
2064,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script01_3_F025.wav,e3,BECAUSE YOU CAN'T FEEL LIKE THAT ANYMORE CHRIS  BECAUSE EVERYTHING YOU HAVE . YOU HAVE A RIGHT TO  ME INCLUDED .
4318,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script01_3_F031.wav,e0,MMHMM .
42,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro03_F048.wav,e1,I DON'T WANT A HOUSE I MEAN JUST .
1581,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro02_M016.wav,e3,I DON'T KNOW WHAT TO . DO .
1299,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script03_2_M007.wav,e2,WELL WHAT ABOUT ME .
5139,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script01_1_M028.wav,e2,AND THEN WE'LL THRASH IT OUT WITH DAD RIGHT MOM . DON'T AVOID ME .
2746,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro07_F011.wav,e1,AND MY MOM WAS LIKE  NATALIE NATALIE IT'S {NS} . YOU KNOW .
5239,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script03_2_M031.wav,e2,WE CAN GET A GOOD LITTLE DEBATE GOING ABOUT THAT DON'T YOU THINK  INTEMPERATE TOTS .
4448,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script03_1_M013.wav,e1,WELL WHAT DOES IT ALL MEAN  THAT'S WHAT I ASK MYSELF IN MY  QUEST FOR ULTIMATE TRUTH DEAR GOD  WHAT DOES IT ALL MEAN .
950,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_F031.wav,e2,YOU'RE QUITE INSUFFERABLE I EXPECTED IT'S BECAUSE YOU'RE DRUNK .
4801,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro06_F014.wav,e3,YEAH  AND THEY WERE REALLY SUPPORTIVE LIKE . THROUGH THE WHOLE PROCESS BUT .
4641,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro07_F001.wav,e1,MY ACCEPTANCE LETTER .
3601,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro03_F015.wav,e1,OH YEAH EVERYONE . YEAH  AND PEOPLE  FRIENDS OF OURS WERE IN THE AUDIENCE I DIDN'T KNOW ABOUT LIKE  FAMILY MEMBERS .
5484,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro06_M024.wav,e3,YOU KNOW IT'S  LIKE AFFECTING A  LOT OF PEOPLE IT'S NOT JUST ME YOU KNOW .
2832,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro05_M022.wav,e0,THANK YOU .
3722,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script03_2_M034.wav,e2,YOU BETTER TURN THAT OFF .
5161,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script01_1_M020.wav,e2,THEN IT ISN'T JUST MY BUSINESS .
2512,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script02_2_F038.wav,e1,OR . NOT .
1405,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro02_M012.wav,e3,TELL THEM ABOUT ME AND SHOW THEM PICTURES OF ME AND EVERYTHING LIKE THAT BECAUSE THEY ARE NOT GOING TO SEE ME FOR SUCH A LONG TIME AND IT'S SUCH AN IMPORTANT TIME AND I JUST DON'T WANT TO MISS IT .
687,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_2_F038.wav,e3,YOU'RE THE ONE WHO PROBABLY WISHES HE WAS WITH SOMEONE ELSE SOMEONE WHO . KNEW HOW TO ENJOY HERSELF AND DIDN'T TAKE EVERYTHING SO HARD .
2812,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script01_1_F040.wav,e2,WELL YOU DON'T WANT TO THINK LIKE THAT .
